Flexion,11.79 , 10.91 , 0.99 , -1.90 , -0.29 , 0.00
Flexion,12.01 , 10.96 , 0.44 , -1.96 , -0.17 , 0.00
Flexion,11.87 , 11.41 , -0.10 , -2.20 , 0.14 , 0.00
Flexion,-6.21 , 8.04 , -20.67 , -4.19 , -0.60 , 0.00
Flexion,-22.24 , 9.35 , 6.45 , -4.15 , 0.10 , 0.00
Flexion,-27.80 , 11.14 , 6.64 , -4.27 , -0.17 , 0.00
Flexion,-16.87 , 10.45 , 21.73 , -3.33 , 0.07 , 0.00
Flexion,-6.95 , 10.31 , 0.03 , -3.21 , -0.48 , 0.00
Flexion,0.17 , 10.33 , -0.45 , -3.32 , -1.13 , 0.00
Flexion,5.40 , 11.00 , 0.52 , -3.21 , -1.56 , 0.00
Flexion,8.40 , 11.00 , 0.12 , -3.01 , -1.10 , 0.00
Flexion,----------
Flexion,10.70 , 11.32 , 0.15 , -3.03 , -1.24 , 0.00
Flexion,12.16 , 11.30 , 0.65 , -2.38 , -0.99 , 0.00
Flexion,13.14 , 11.69 , 0.19 , -2.41 , -1.03 , 0.00
Flexion,13.74 , 11.83 , 0.36 , -2.22 , -0.86 , 0.00
Flexion,14.46 , 11.55 , -0.26 , -2.39 , -0.72 , 0.00
Flexion,14.83 , 11.38 , 0.40 , -2.16 , -0.39 , 0.00
Flexion,14.55 , 11.58 , 0.86 , -1.91 , -0.66 , 0.00
Flexion,14.77 , 11.40 , 0.10 , -2.20 , -0.34 , 0.00
Flexion,14.96 , 11.80 , -0.11 , -1.76 , -0.29 , 0.00
Flexion,-4.36 , 11.70 , -14.92 , -3.39 , 2.23 , 0.00
Flexion,-20.35 , 11.96 , 0.77 , -3.37 , 2.55 , 0.00
Flexion,-25.90 , 13.28 , 6.70 , -3.56 , 2.44 , 0.00
Flexion,-18.31 , 11.39 , 14.80 , -3.21 , 2.53 , 0.00
Flexion,-6.84 , 12.08 , 0.78 , -3.10 , 1.42 , 0.00
Flexion,-0.33 , 12.28 , 0.51 , -2.65 , 1.04 , 0.00
Flexion,4.84 , 12.15 , 0.02 , -2.53 , 0.47 , 0.00
Flexion,8.64 , 12.47 , 0.27 , -2.12 , 0.16 , 0.00
----------
Desviacion radial,
Desviacion radial,-0.72 , 3.89 , 0.00 , 0.21 , -0.06 , 0.00
Desviacion radial,-1.43 , 6.45 , 0.25 , 0.39 , 0.17 , 0.00
Desviacion radial,-1.91 , 8.23 , 0.13 , 0.49 , 0.21 , 0.00
Desviacion radial,-0.30 , 8.43 , -39.61 , 0.09 , -4.13 , 0.00
Desviacion radial,0.69 , 9.61 , -2.20 , -0.03 , -5.13 , 0.00
Desviacion radial,1.37 , 10.84 , 49.04 , 0.67 , -3.10 , 0.00
Desviacion radial,-0.79 , 10.48 , 1.72 , 0.39 , 0.45 , 0.00
Desviacion radial,-1.50 , 11.08 , 0.97 , -0.12 , 0.10 , 0.00
Desviacion radial,-1.93 , 12.16 , 1.04 , -0.52 , -0.01 , 0.00
Desviacion radial,-2.04 , 12.70 , -0.13 , -0.69 , -0.17 , 0.00
Desviacion radial,-2.09 , 12.84 , 0.04 , -0.99 , -0.29 , 0.00
Desviacion radial,-2.20 , 12.84 , 0.95 , -1.25 , -0.40 , 0.00
Desviacion radial,-2.19 , 13.04 , -0.23 , -1.25 , -0.30 , 0.00
Desviacion radial,----------
Desviacion radial,-2.36 , 13.07 , 0.16 , -1.09 , -0.25 , 0.00
Desviacion radial,-2.44 , 13.00 , -0.02 , -0.99 , -0.14 , 0.00
Desviacion radial,-2.70 , 12.95 , 0.09 , -0.93 , 0.12 , 0.00
Desviacion radial,-2.58 , 12.67 , -0.07 , -0.74 , 0.14 , 0.00
Desviacion radial,-2.72 , 12.77 , 0.05 , -0.85 , 0.25 , 0.00
Desviacion radial,-2.76 , 12.87 , -0.69 , -0.80 , 0.16 , 0.00
Desviacion radial,-2.55 , 12.44 , 0.61 , -0.95 , 0.64 , 0.00
